영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우,등수,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관람객,장르,등급,영화구분,러닝타임,권장연령
디바,https://www.kobis.or.kr/common/mast/movie/2020/08/1ed9624b99dd4433819f3926449fa23b.jpg,디바.jpg,20190601,"장편 | 일반영화 | 스릴러, 미스터리 | 84분 11초 | 15세이상관람가 | 한국",2D,[주연] 신민아(이영) | 이유영(수진),1449,조슬예,"영화사올(주),팔팔애비뉴(주)",,플러스엠 엔터테인먼트,2020-09-23,개봉영화,장편,한국,831,901717350,108122,258175260,31164,스릴러,15세이상관람가,일반영화,84분 11초,15세이상관람가
더 기버: 기억전달자,https://www.kobis.or.kr/common/mast/movie/2014/07/5dc8e5aae02a42c1bd63028425d7d527.jpg,더 기버- 기억전달자.jpg,20149099,"장편 | 예술영화 | SF, 드라마, 판타지 | 97분 12초 | 12세이상관람가 | 미국","필름,2D",[주연] 브렌튼 스웨이츠 | 테일러 스위프트 | 메릴 스트립 | 제프 브리지스 | 알렉산더 스카스가드 | 케이티 홈즈 | 카메론 모나한 | 오데야 러쉬,1450,필립 노이스,,주식회사 풍경소리,(주)지어소프트,2014-08-20,개봉영화,장편,미국,233,814330000,107567,294270800,37590,SF,12세이상관람가,독립/예술영화,97분 12초,12세이상관람가
더 건맨,https://www.kobis.or.kr/common/mast/movie/2015/04/694937f48eda4f62b79d8502629c1e57.jpg,더 건맨.jpg,20157904,"장편 | 일반영화 | 액션, 스릴러 | 115분 10초 | 청소년관람불가 | 프랑스, 스페인, 영국","필름,2D",[주연] 숀 펜 | 하비에르 바르뎀 | 이드리스 엘바 | 레이 윈스톤 | 마크 라이런스,1451,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2015-04-16,개봉영화,장편,프랑스,349,833925965,107444,240111365,30063,액션,청소년관람불가,일반영화,115분 10초,청소년관람불가
제로 다크 서티,https://www.kobis.or.kr/common/mast/movie/2013/02/03ead2772937432c906090ac19b72071.jpg,제로 다크 서티.jpg,20129262,"장편 | 일반영화 | 전쟁, 액션, 스릴러 | 157분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제시카 차스테인 | 제이슨 클락 | 크리스 프랫 | 조엘 에저튼 | 에드가 라미레즈,1452,캐서린 비글로우,,유니코리아문예투자(주),(주)에스비에스콘텐츠허브,2013-03-07,개봉영화,장편,미국,258,765247500,107104,298295000,39992,전쟁,15세이상관람가,일반영화,157분 0초,15세이상관람가
로켓맨,https://www.kobis.or.kr/common/mast/movie/2019/05/66c0aa97d0504f23ae39aa9438e45de6.jpg,로켓맨.jpg,20198291,"장편 | 일반영화 | 드라마, 판타지 | 121분 7초 | 15세이상관람가 | 영국, 미국",2D,[주연] 태런 에저튼 | 리처드 매든 | 브라이스 달라스 하워드 | 제이미 벨,1453,덱스터 플레처,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-06-05,개봉영화,장편,영국,640,918989063,106834,430848073,48758,드라마,15세이상관람가,일반영화,121분 7초,15세이상관람가
도희야,https://www.kobis.or.kr/common/mast/movie/2014/05/0028dc2a6a26471fa6ae919cd945ce46.jpg,도희야.jpg,20134586,장편 | 예술영화 | 드라마 | 119분 3초 | 청소년관람불가 | 한국,"필름,2D",[주연] 배두나 | 김새론 | 송새벽,1454,정주리,"파인하우스필름(주),나우필름(주)",,CGV아트하우스,2014-05-22,개봉영화,장편,한국,310,830948100,106511,250750700,30778,드라마,청소년관람불가,독립/예술영화,119분 3초,청소년관람불가
우리가 꿈꾸는 기적: 인빅터스,https://www.kobis.or.kr/upload/up_img/cleansing/05/mov_20100105_3.jpg,우리가 꿈꾸는 기적- 인빅터스.jpg,20100105,장편 | 일반영화 | 드라마 | 133분 0초 | 전체관람가 | 미국,"필름,2D",[주연] 모건 프리먼 | 맷 데이먼,1455,클린트 이스트우드,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-03-04,개봉영화,장편,미국,121,784134225,106443,320187500,41693,드라마,전체관람가,일반영화,133분 0초,전체관람가
프리덤,https://www.kobis.or.kr/common/mast/movie/2015/09/4579dbc516ea4be8babbbd7c49d54b69.jpg,프리덤.jpg,20155690,"장편 | 예술영화 | 드라마, 가족 | 94분 39초 | 12세이상관람가 | 미국","필름,2D",[주연] 쿠바 구딩 주니어 | 베르나르드 포처 | 윌리엄 새들러,1456,피터 쿠센스,,"(재)CBS,SOKOR MEDIA",주식회사 마운틴픽쳐스,2015-11-19,개봉영화,장편,미국,117,737817100,106241,143294400,18390,드라마,12세이상관람가,독립/예술영화,94분 39초,12세이상관람가
미드나이트,https://www.kobis.or.kr/common/mast/movie/2021/06/b011b5f3d19c4599b64d2b51572dd11b.jpg,미드나이트.jpg,20198161,장편 | 일반영화 | 스릴러 | 103분 1초 | 15세이상관람가 | 한국,2D,[주연] 진기주(경미) | 위하준(도식) | 박훈(종탁) | 길해연(경미 엄마) | 김혜윤(소정),1457,권오승,(주)페퍼민트앤컴퍼니,,씨제이 씨지브이(CJ CGV)(주),2021-06-30,개봉영화,장편,한국,693,928954870,106012,212910900,24419,스릴러,15세이상관람가,일반영화,103분 1초,15세이상관람가
웨이 백,https://www.kobis.or.kr/upload/up_img/2011/03/mov_H6FJ3G_20110311170515_1.jpg,웨이 백.jpg,20119419,장편 | 일반영화 | 드라마 | 133분 0초 | 12세이상관람가 | 미국,"필름,2D",[주연] 짐 스터게스(야누즈) | 콜린 파렐(발카) | 에드 해리스(미스터 스미스) | 시얼샤 로넌(이레나),1458,피터 위어,,(주)케이앤엔터테인먼트,(주)쇼박스,2011-03-17,개봉영화,장편,미국,175,776193500,105925,239833000,31080,드라마,12세이상관람가,일반영화,133분 0초,12세이상관람가
아마존의 눈물,https://www.kobis.or.kr/upload/up_img/cleansing/41/mov_20100141_7.jpg,아마존의 눈물.jpg,20100141,장편 | 예술영화 | 다큐멘터리 | 88분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 김남길,1459,"김진만,김현철",(주)MBC,,주식회사 마운틴픽쳐스,2010-03-25,개봉영화,장편,한국,47,658632935,105886,194192000,27825,다큐멘터리,15세이상관람가,독립/예술영화,88분 0초,15세이상관람가
더 시그널,https://www.kobis.or.kr/common/mast/movie/2014/07/a75550483f9c40f38c3f04f11392ec97.jpg,더 시그널.jpg,20149288,"장편 | 일반영화 | SF, 액션, 스릴러 | 94분 2초 | 12세이상관람가 | 미국","필름,2D",[주연] 브렌튼 스웨이츠 | 로렌스 피쉬번,1460,윌리엄 유뱅크,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2014-07-09,개봉영화,장편,미국,263,809982328,105818,353324028,44821,SF,12세이상관람가,일반영화,94분 2초,12세이상관람가
공주와 개구리,https://www.kobis.or.kr/common/mast/movie/2011/12/7916577703704d3593920e854b726b72.jpg,공주와 개구리.jpg,20090850,"장편 | 일반영화 | 애니메이션, 멜로/로맨스 | 98분 0초 | 전체관람가 | 미국","필름,2D",[주연] 애니카 노니 로즈(티아나) | 브루노 캄포스(나빈왕자) | 키스 데이빗(닥터 파실리에),1461,"존 머스커,론 클레멘츠",월트디즈니 애니메이션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-01-21,개봉영화,장편,미국,81,716485106,105654,299783500,41898,애니메이션,전체관람가,일반영화,98분 0초,전체관람가
바람이 분다,https://www.kobis.or.kr/common/mast/movie/2013/08/c653028be56640bc97a5cf3217d67331.jpg,바람이 분다.jpg,20132082,"장편 | 일반영화 | 애니메이션, 드라마 | 126분 35초 | 전체관람가 | 일본","필름,2D",[주연] 안노 히데아키(지로) | 타키모토 미오리(나호코),1462,미야자키 하야오,스튜디오 지브리,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2013-09-05,개봉영화,장편,일본,288,741722500,105650,306820500,41937,애니메이션,전체관람가,일반영화,126분 35초,전체관람가
스마일,https://www.kobis.or.kr/common/mast/movie/2022/09/10f3cb26b4584672875b8aa989fb7567.jpg,스마일.jpg,20225729,"장편 | 일반영화 | 미스터리, 공포(호러) | 115분 28초 | 청소년관람불가 | 미국",2D,[주연] 소지 베이컨 | 제시 어셔 | 카일 갈너 | 케이틀린 스테이시 | 칼 펜 | 롭 모건,193,파커 핀,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-06,개봉영화,장편,미국,455,1122947658,105500,424792693,40710,미스터리,청소년관람불가,일반영화,115분 28초,청소년관람불가
니드 포 스피드,https://www.kobis.or.kr/common/mast/movie/2014/04/600d145e4c8e49f5bab5ba3bb92171bc.jpg,니드 포 스피드.jpg,20148232,"장편 | 일반영화 | 액션, 범죄, 드라마, 스릴러 | 130분 33초 | 15세이상관람가 | 미국","필름,2D,3D,4D",[주연] 아론 폴 | 도미닉 쿠퍼 | 이모겐 푸츠,1463,스캇 워프,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-16,개봉영화,장편,미국,349,835859900,105340,222825000,25663,액션,15세이상관람가,일반영화,130분 33초,15세이상관람가
미래의 미라이,https://www.kobis.or.kr/common/mast/movie/2018/12/aeb4bb3e9b7a454e8885cc23ae8c4d53.jpg,미래의 미라이.jpg,20182588,장편 | 일반영화 | 애니메이션 | 97분 51초 | 전체관람가 | 일본,2D,[주연] 쿠로키 하루 | 카미시라이시 모카 | 야쿠쇼 코지 | 후쿠야마 마사하루,1464,호소다 마모루,,(주)얼리버드픽쳐스,플러스엠 엔터테인먼트,2019-01-16,개봉영화,장편,일본,508,850022957,104950,287591737,34117,애니메이션,전체관람가,일반영화,97분 51초,전체관람가
라스트 엑소시즘,https://www.kobis.or.kr/upload/up_img/2011/03/mov_FE97C2_20110322141642_1.jpg,라스트 엑소시즘.jpg,20101140,"장편 | 일반영화 | 공포(호러), 스릴러 | 86분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 패트릭 파비언(코튼 마커스) | 애슐리 벨(넬 스위처) | 아이리스 바(아이리스 레이슨),1465,다니엘 스탬,스트라이크엔터테인먼트,코리아 코어 컨텐츠,(주)시너지하우스 (시너지),2010-12-01,개봉영화,장편,미국,171,734954077,104936,204889500,27420,공포(호러),15세이상관람가,일반영화,86분 0초,15세이상관람가
5백만불의 사나이,https://www.kobis.or.kr/common/mast/movie/2012/06/258c290159f34ff5b140f411c0f82243.jpg,5백만불의 사나이.jpg,20124058,장편 | 일반영화 | 코미디 | 107분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 박진영(최영인) | 조성하(한 상무) | 민효린(미리),1466,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",,(주)씨제이이엔엠,2012-07-19,개봉영화,장편,한국,331,739789500,104736,193733000,25929,코미디,15세이상관람가,일반영화,107분 0초,15세이상관람가
인사이드 르윈,https://www.kobis.or.kr/common/mast/movie/2023/03/6891fb4020a54b518a9350ada312bf7a.jpg,인사이드 르윈.jpg,20133585,"장편 | 예술영화 | 드라마 | 104분 34초 | 15세이상관람가 | 미국, 프랑스","필름,2D",[주연] 오스카 아이삭 | 캐리 멀리건 | 저스틴 팀버레이크 | 존 굿맨,1467,"조엘 코엔,에단 코엔",,"주식회사 왓챠,블루미지","주식회사 왓챠,블루미지",2014-01-29,개봉영화,장편,미국,70,808287200,104601,552247700,69376,드라마,15세이상관람가,독립/예술영화,104분 34초,15세이상관람가
킹 오브 프리즘 (바이 프리티 리듬),https://www.kobis.or.kr/common/mast/movie/2018/01/f2eac5b603e2483aae03f8fa564a0a74.jpg,킹 오브 프리즘 (바이 프리티 리듬).jpg,20167041,"장편 | 일반영화 | 애니메이션, 드라마, 판타지 | 60분 44초 | 12세이상관람가 | 일본","2D,4D",[조연] 우치다 유우마(스즈노 유우),1468,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2016-08-11,개봉영화,장편,일본,53,859771500,103852,630836000,73057,애니메이션,12세이상관람가,일반영화,60분 44초,12세이상관람가
꿈은 이루어진다,https://www.kobis.or.kr/upload/up_img/cleansing/06/mov_20100206_14.jpg,꿈은 이루어진다.jpg,20100206,"장편 | 일반영화 | 코미디, 드라마 | 113분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 이성재(북GP 1분대장),1469,계윤식,"(주)드림슈거픽쳐스,와이케이픽쳐스,EXCON",,CJ ENM,2010-05-27,개봉영화,장편,한국,222,730581233,103627,201625000,27110,코미디,15세이상관람가,일반영화,113분 0초,15세이상관람가
베리 굿 걸,https://www.kobis.or.kr/common/mast/movie/2014/08/2bf4f16fecbd41f1ac69b8907ad1b8e6.jpg,베리 굿 걸.jpg,20140247,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 90분 28초 | 15세이상관람가 | 미국","필름,2D",[주연] 다코타 패닝 | 엘리자베스 올슨 | 보이드 홀브룩,1470,나오미 포너,,(주)도키엔터테인먼트,(주)영화사 빅,2014-09-25,개봉영화,장편,미국,338,777703345,103625,257889345,32904,멜로/로맨스,15세이상관람가,독립/예술영화,90분 28초,15세이상관람가
다이버전트 시리즈: 얼리전트,https://www.kobis.or.kr/common/mast/movie/2016/04/572eac8c6d2c4da595cc0f74ab7de9b3.jpg,다이버전트 시리즈- 얼리전트.jpg,20162627,"장편 | 일반영화 | 액션, 어드벤처, SF | 120분 35초 | 12세이상관람가 | 미국",2D,[주연] 쉐일린 우들리 | 테오 제임스 | 마일즈 텔러 | 나오미 왓츠 | 매기 큐,1471,로베르트 슈벤트케,,(유)조이앤시네마,(주)키다리이엔티,2016-05-12,개봉영화,장편,미국,393,818883545,103554,280520645,34203,액션,12세이상관람가,일반영화,120분 35초,12세이상관람가
저 산 너머,https://www.kobis.or.kr/common/mast/movie/2020/04/b7160eb74840434ba9d8cfd3a2b80e2f.jpg,저 산 너머.jpg,20207722,장편 | 일반영화 | 드라마 | 111분 58초 | 12세이상관람가 | 한국,2D,[주연] 이항나(순한어머니) | 이경훈(수환) | 안내상(순한아버지) | 강신일(윤신부) | 송창의(김익현) | 안내상(순한아버지) | 우주혁(학교동급생3),1472,최종태,리온픽쳐스(주),,(주)리틀빅픽쳐스,2020-04-30,개봉영화,장편,한국,468,772685300,103534,230447040,32623,드라마,12세이상관람가,일반영화,111분 58초,12세이상관람가
아기상어 극장판: 사이렌 스톤의 비밀,https://www.kobis.or.kr/common/mast/movie/2024/01/87e60de22ddf4453ac54a959947b63c3.jpg,아기상어 극장판- 사이렌 스톤의 비밀.jpg,20246966,장편 | 예술영화 | 애니메이션 | 83분 33초 | 전체관람가 | 미국,2D,[주연] 장예나 | 전태열 | 이희승(엔하이픈) | 박종성(엔하이픈) | 심재윤(엔하이픈) | 박성훈(엔하이픈 | 김선우(엔하이픈) | 양정원(엔하이픈) | 니시무라 리키(엔하이픈) | 김보민 | 이채린(CL) | 정재헌 | 김보나 | 김은아 | 윤은서 | 이상호,194,,,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),2024-02-07,개봉영화,장편,미국,578,914225914,103299,182705289,20105,애니메이션,전체관람가,독립/예술영화,83분 33초,전체관람가
기기괴괴 성형수,https://www.kobis.or.kr/common/mast/movie/2020/11/241099db056d46b59c33b1edea0dce85.jpg,기기괴괴 성형수.jpg,20201687,"장편 | 예술영화 | 공포(호러), 스릴러 | 85분 23초 | 15세이상관람가 | 한국","2D,4D",[주연] 문남숙(예지) | 장민혁(지훈) | 조현정(시술사) | 김보영(미리) | 최승훈(매니저),1473,조경훈,"(주)에스에스애니멘트 ,(주)스튜디오 애니멀",,(주)트리플픽쳐스,2020-09-09,개봉영화,장편,한국,276,871629560,103251,287238540,36203,공포(호러),15세이상관람가,독립/예술영화,85분 23초,15세이상관람가
람보 : 라스트 워,https://www.kobis.or.kr/common/mast/movie/2019/09/05912e1944df4ac19f4d05e8185db900.jpg,람보 - 라스트 워.jpg,20196136,장편 | 일반영화 | 액션 | 100분 44초 | 청소년관람불가 | 미국,2D,[주연] 실베스터 스탤론 | 파즈 베가 | 세르지오 페리스-멘체타,1474,애드리언 그런버그,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-10-23,개봉영화,장편,미국,483,800099140,103199,251557420,29817,액션,청소년관람불가,일반영화,100분 44초,청소년관람불가
더 테이블,https://www.kobis.or.kr/common/mast/movie/2017/07/9537690004cb4cf0a9779624b3ae9ec2.jpg,더 테이블.jpg,20165001,"장편 | 예술,독립 영화 | 드라마, 멜로/로맨스 | 70분 17초 | 12세이상관람가 | 한국",2D,[주연] 정유미(유진) | 한예리(은희) | 정은채 | 임수정(혜경 ),1475,김종관,볼미디어(주),,(주)엣나인필름,2017-08-24,개봉영화,장편,한국,272,830762100,103054,473573400,56654,드라마,12세이상관람가,독립/예술영화,70분 17초,12세이상관람가
공포의 묘지,https://www.kobis.or.kr/common/mast/movie/2019/04/19becf3a773e4c3099a142e09d31689b.jpg,공포의 묘지.jpg,20197423,"장편 | 일반영화 | 공포(호러), 스릴러 | 100분 40초 | 15세이상관람가 | 미국","2D,4D",[주연] 제이슨 클락 | 존 리스고 | 에이미 세이메츠,1476,"케빈 콜쉬,데니스 위드미어",,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-04-10,개봉영화,장편,미국,564,894409836,102826,229300496,25629,공포(호러),15세이상관람가,일반영화,100분 40초,15세이상관람가
